,id,age,income,net_worth,retirement_balance
542,947,31.0,570721.4428879999,5994660.0,868000.0
543,949,29.0,111333.91783999998,62660.0,12000.0
544,950,66.0,203427.60521,19575000.0,6529200.0
545,956,48.0,422420.34068400005,3654600.0,3497200.0
546,958,58.0,2803042.1593400002,48565532.0,2772400.0
547,961,51.0,69826.9038074,123586.0,48200.0
548,962,37.0,85392.0340674,264780.0,48400.0
549,964,26.0,303520.040076,123500.0,160000.0
550,966,72.0,221586.92385,1195280.0,600000.0
551,967,58.0,462414.078156,2792640.0,1150000.0
552,970,62.0,153273.296594,3102440.0,4580000.0
553,973,72.0,2879549.0981799997,22840420.0,880000.0
554,974,43.0,61611.973948,101882.0,84000.0
555,976,55.0,1608396.7935799998,34119796.0,2916000.0
556,977,30.0,33940.6312626,14560.0,10000.0
557,981,30.0,234557.86573000002,540750.0,320000.0
558,982,45.0,199968.68737,432600.0,86000.0
559,983,51.0,189159.56914,992940.0,740000.0
560,984,58.0,28804138.2764,505382360.0,724000.0
561,985,68.0,49073.396793600004,1170860.0,760000.0
562,987,41.0,108091.18236,1312340.0,65520.0
563,988,63.0,91228.9579156,129536.0,7000.0
564,992,80.0,533538.0761539999,9616195.0,1849600.0
565,996,59.0,25941.883768,147000.0,74000.0
566,997,56.0,37183.3667334,403054.0,1800.0
567,998,57.0,143977.45491,251306.0,201600.0
568,999,60.0,639683.6172320001,120964820.0,12000000.0
569,1002,61.0,6682196.8938,75298580.0,1974400.0
570,1003,62.0,19024.04809604,4243130.0,5509640.0
571,1004,84.0,171432.615228,2544800.0,510000.0
572,1007,60.0,160191.132264,2064700.0,1440000.0
573,1009,52.0,87337.67535040001,1124900.0,1686360.0
574,1010,73.0,609634.26854,5155800.0,3102000.0
575,1011,36.0,75663.827655,205000.0,212000.0
576,1013,74.0,485329.40882,4691800.0,3496000.0
577,1014,65.0,394532.81563,3235020.0,1076000.0
578,1015,74.0,94147.41984,460704.0,496000.0
579,1020,73.0,151327.65531,686706.0,300000.0
580,1023,63.0,94039.328657,216556.0,79600.0
581,1024,56.0,387398.79759800003,837798.4,940000.0
582,1028,72.0,424365.98196400004,7965680.0,4850000.0
583,1029,64.0,36318.637274400004,646.0,292.0
584,1033,55.0,1921861.2224600003,15602400.0,100000.0
585,1034,37.0,84094.9398796,475380.0,150000.0
586,1037,53.0,151327.65531,431370.0,440300.0
587,1040,72.0,17711604.959799998,98882650.0,15520800.0
588,1041,72.0,205373.24649,10014400.0,40000.0
589,1042,34.0,68962.1743488,194914.0,127600.0
590,1044,56.0,106794.08817799999,468100.0,260000.0
591,1046,41.0,82603.281563,15692.0,12000.0
592,1047,76.0,56423.5971946,610200.0,510000.0
593,1049,29.0,26806.6132264,41360.0,26720.0
594,1050,62.0,201914.32866,2352808.0,1020400.0
595,1052,50.0,154570.390782,1112580.0,400000.0
596,1053,65.0,172945.89178,1735580.0,959600.0
597,1054,47.0,136194.889776,89700.0,64000.0
598,1055,67.0,202562.875752,5043400.0,5140000.0
599,1056,43.0,222451.653304,1938880.0,442000.0
600,1057,69.0,982116.482976,69831200.0,4608400.0
601,1059,79.0,430202.90581,8406000.0,4200000.0
602,1060,74.0,55969.61422820001,245720.0,89200.0
603,1063,52.0,138356.71343,1905860.0,1435200.0
604,1064,45.0,380480.96192,1022400.0,600000.0
605,1067,65.0,5065152.80562,9041020.0,590000.0
606,1068,62.0,206454.15832,2718000.0,3416000.0
607,1070,59.0,270444.138276,11532400.0,786400.0
608,1072,74.0,48292.978457200006,629000.0,310000.0
609,1073,40.0,144409.81964200002,888000.0,518000.0
610,1074,56.0,9092630.26052,39883700.0,3926800.0
611,1075,71.0,394748.997998,5599800.0,1000000.0
612,1077,39.0,132735.97194400002,3196006.0,1720000.0
613,1081,32.0,142464.178358,76844.0,203800.0
614,1082,57.0,61179.60921819999,18854.0,32800.0
615,1083,72.0,42587.9258516,748042.0,40000.0
616,1087,31.0,45398.29659319999,17096.0,32520.0
617,1089,44.0,440147.29458800005,3245200.0,120000.0
618,1090,38.0,97282.064128,325422.0,26000.0
619,1091,56.0,497219.43888,1344320.0,1755600.0
620,1092,66.0,34589.178357,51080.0,40000.0
621,1096,64.0,81068.386774,1064252.0,470000.0
622,1097,72.0,1809446.3927799999,29645000.0,840000.0
623,1098,73.0,709078.15631,9475250.0,2560000.0
624,1101,67.0,397775.55110199994,2241442.0,3000000.0
625,1106,75.0,2018710.9218400002,26126800.0,1040000.0
626,1107,76.0,45398.296593,502220.0,20000.0
627,1110,87.0,272822.144288,4585600.0,437600.0
628,1113,68.0,537645.541082,23132660.0,9575600.0
629,1114,51.0,900831.9138280001,63833800.0,296000.0
630,1116,70.0,6783802.6052,334157000.0,17696000.0
631,1117,65.0,375724.9499,11242724.0,6447200.0
632,1119,66.0,113279.55911599999,802940.0,732800.0
633,1120,59.0,683136.27255,34467412.0,3948000.0
634,1121,46.0,329461.923848,9268140.0,2632400.0
635,1122,79.0,3398386.77356,32421980.0,4056000.0
636,1123,44.0,79987.47495,9264.0,9560.0
637,1124,84.0,132124175.852,2249004740.0,139280000.0
638,1126,30.0,133600.701402,177440.0,19240.0
639,1127,67.0,191321.392784,4165900.0,2600000.0
640,1129,90.0,31508.579659599996,350560.0,71600.0
641,1131,40.0,453334.41883800004,693650.0,235200.0
642,1132,65.0,71988.72745480001,2389080.0,778400.0
643,1133,64.0,143977.454914,1516210.0,240800.0
644,1135,60.0,19456.412826,616300.0,33600.0
645,1136,79.0,90662430.411,1221992168.0,27149600.0
646,1139,75.0,61395.7915832,810080.0,114400.0
647,1140,79.0,346107.96593,17416640.0,21600000.0
648,1143,72.0,84567990.13,1270138340.0,5960000.0
649,1144,65.0,48641.032064,53440.0,100000.0
650,1149,30.0,306546.593186,296320.0,108000.0
651,1150,93.0,68800.037575,844400.0,10000.0
652,1152,92.0,15790392.284399997,199655240.0,3356000.0
653,1153,66.0,2205207.1242400003,29869960.0,3052800.0
654,1154,51.0,3432975.9519,40693800.0,3000000.0
655,1155,56.0,788200.901802,5829560.0,1913600.0
656,1157,36.0,164298.597192,733812.0,160000.0
657,1158,60.0,166892.78556999998,1978000.0,880000.0
658,1159,72.0,2330445.89178,22372000.0,4800000.0
659,1161,47.0,235638.77756,455200.0,439600.0
660,1162,62.0,163217.68537,908280.0,600000.0
661,1163,25.0,216398.54709399998,276400.0,191400.0
662,1164,60.0,265688.12625000003,5016400.0,3763200.0
663,1165,69.0,73502.004008,614200.0,684000.0
664,1166,62.0,243853.707412,1043940.0,904000.0
665,1167,70.0,4200423.3466799995,195977380.0,7349000.0
666,1168,62.0,374644.038076,11690200.0,1600000.0
667,1169,35.0,18375.501002,10400.0,10000.0
668,1170,58.0,349350.70140400005,1519500.0,1895600.0
669,1171,44.0,96633.51703439999,654606.0,400800.0
670,1172,73.0,1491658.3166200002,19911590.0,9914400.0
671,1174,75.0,49073.396794,227760.0,220000.0
672,1176,57.0,6124446.39278,256912200.0,4554800.0
673,1177,65.0,1066859.96992,2861074.0,412000.0
674,1179,35.0,174026.80361,470876.0,122040.0
675,1180,56.0,292494.739482,1408290.0,725240.0
676,1188,56.0,181809.368738,1697933.0,2765600.0
677,1189,57.0,113279.55911599999,366600.0,36000.0
678,1190,60.0,183971.192384,1007960.0,834000.0
679,1192,31.0,70259.268537,151734.0,66000.0
680,1193,66.0,366429.10822,6435600.0,2886000.0
681,1195,55.0,85392.034068,90500.0,150200.0
682,1197,75.0,323041.30761599995,2116200.0,855600.0
683,1198,63.0,103767.53507,305133.0,332800.0
684,1199,76.0,805798.1462920001,8634540.0,725200.0
685,1202,42.0,97282.064128,195300.0,16000.0
686,1204,81.0,3666452.90582,40840700.0,3600000.0
687,1206,65.0,48641.032064,82826.0,130000.0
688,1207,46.0,702592.68537,2030800.0,1260000.0
689,1208,52.0,1178193.8878,4368260.0,3568000.0
690,1210,55.0,337028.306614,450800.0,36000.0
691,1212,52.0,94687.875751,198768.4,372400.0
692,1214,62.0,808738.226454,10466600.0,8000000.0
693,1217,41.0,167541.332666,2933264.0,179600.0
694,1219,63.0,36534.8196392,5864720.0,2370000.0
695,1220,76.0,279004.95992,6182800.0,160000.0
696,1222,54.0,49721.943888,4116400.0,700000.0
697,1223,68.0,95120.2404802,1560340.0,19000.0
698,1224,72.0,65935.6212426,231640.0,39200.0
699,1225,39.0,129709.41883999998,414540.0,4000.0
700,1226,71.0,478843.93788,32120150.0,2708800.0
701,1228,37.0,81284.5691386,171300.0,112800.0
702,1229,53.0,438201.65330800007,56451700.0,12000.0
703,1230,62.0,111333.917834,952214.0,556000.0
704,1232,72.0,1451210.5962,27527100.0,7593200.0
705,1235,58.0,546509.018038,2818180.0,1414000.0
706,1236,29.0,115657.56513,78100.0,45200.0
707,1238,58.0,7365333.166320001,101192140.0,158400.0
708,1239,32.0,113495.74148,143220.0,164800.0
709,1240,29.0,113495.74148199998,25380.0,10160.0
710,1241,49.0,174675.35070200003,1408200.0,520000.0
711,1242,52.0,722049.0982,2073600.0,340000.0
712,1243,30.0,151327.65531,5710.0,20000.0
713,1244,47.0,47776.302605,96966.0,20000.0
714,1245,30.0,127547.59519,184960.0,120000.0
715,1246,31.0,54045.59118199999,20494.0,20000.0
716,1247,42.0,185268.286572,1243670.0,216000.0
717,1249,52.0,49289.579158399996,37380.0,20000.0
718,1250,56.0,108091.18236,180724.0,188000.0
719,1251,55.0,128628.50701199999,625040.0,1068800.0
720,1253,61.0,135113.97796,938080.0,84000.0
721,1254,63.0,39993.737475,37386.0,12000.0
722,1255,35.0,43236.472946,47660.0,16960.0
723,1256,60.0,1556513.0260799997,29254000.0,4100000.0
724,1257,36.0,8221415.33064,44286090.0,150400.0
725,1258,38.0,34589.1783568,65000.0,47600.0
726,1259,54.0,2168309.1182399997,16260000.0,1300000.0
727,1260,37.0,172945.89178,859410.0,371520.0
728,1262,26.0,37831.913828,23181.0,24000.0
729,1264,61.0,408152.304612,4431000.0,1600000.0
730,1265,72.0,303952.40481000004,4748160.0,5812000.0
731,1266,33.0,145923.09619,383040.0,600000.0
732,1268,35.0,449443.136274,1003320.0,133040.0
733,1269,22.0,41507.01402819999,300330.0,6000.0
734,1272,38.0,65935.621242,155610.0,86040.0
735,1275,49.0,303087.67535000003,7250600.0,4950000.0
736,1276,43.0,70907.815631,55604.0,69200.0
737,1277,74.0,118684.118236,3410592.0,1478400.0
738,1278,54.0,70259.2685372,131000.0,32000.0
739,1279,75.0,815872.2444900001,5072800.0,1000000.0
740,1280,35.0,94039.328657,147030.0,70800.0
741,1281,58.0,155867.484972,630620.0,268400.0
742,1282,39.0,415718.68737199996,1175696.0,661800.0
743,1283,62.0,65719.4388776,1443840.0,85800.0
744,1284,61.0,104848.44689,588350.0,290000.0
745,1288,31.0,37831.913828,697160.0,166000.0
746,1292,40.0,108091.18236,523600.0,470000.0
747,1293,61.0,23780.06012,22700.0,20800.0
748,1295,31.0,101821.893786,457740.0,110000.0
749,1296,76.0,128952.780562,2661000.0,490000.0
750,1299,64.0,137708.166332,527020.0,100000.0
751,1300,90.0,95120.240481,428600.0,300000.0
752,1301,68.0,111766.282568,1111300.0,1500000.0
753,1302,23.0,15132.765531000001,69860.0,69600.0
754,1303,43.0,452902.05411,1283320.0,1182000.0
755,1305,63.0,2075350.7014,37613500.0,18500000.0
756,1307,69.0,9413661.072139999,73133200.0,8870400.0
757,1312,69.0,61611.973948,990860.0,1012000.0
758,1319,61.0,4874912.324659999,24224400.0,15262000.0
759,1320,79.0,23213013.777400002,721141906.0,3076000.0
760,1321,53.0,45398.296593,39000.0,52000.0
761,1322,64.0,488139.77956,4060340.0,1519960.0
762,1323,78.0,33508.266533400005,465140.0,106000.0
763,1326,71.0,51451.40280579999,405570.0,489600.0
764,1327,45.0,108091.18236,237810.0,100000.0
765,1328,36.0,64854.709419,4830.0,16000.0
766,1329,40.0,487707.414826,1188300.0,1330000.0
767,1331,38.0,110253.00600999998,355016.0,110000.0
768,1334,63.0,286225.45090399997,3007220.0,3492000.0
769,1335,52.0,59450.150301,28480.0,18000.0
770,1336,45.0,367942.38476800005,1378480.0,1200000.0
771,1338,33.0,55126.503006,7656.0,24000.0
772,1339,83.0,68346.054609,1104140.0,130200.0
773,1340,62.0,1472201.9038399998,15353760.0,1544000.0
774,1342,61.0,740424.5992,10697800.0,4970000.0
775,1343,43.0,220506.01201999997,1295460.0,433200.0
776,1347,53.0,63773.797595,349920.0,608000.0
777,1348,56.0,141167.08416919998,629700.0,266400.0
778,1349,61.0,816736.9739479999,4839080.0,3134800.0
779,1351,65.0,2006172.34468,18675000.0,13356000.0
780,1352,49.0,1578131.2625,6414980.0,6200000.0
781,1353,58.0,256176.1022,270600.0,7000.0
782,1354,62.0,926557.61523,3375280.0,4200000.0
783,1355,39.0,3971270.04006,24933266.0,2700680.0
784,1356,64.0,1999686.8736999999,1403000.0,20000.0
785,1357,34.0,108091.18236,143800.0,106000.0
786,1359,57.0,51883.767535,546900.0,336000.0
787,1360,75.0,3121673.3466600003,99211500.0,5650000.0
788,1361,66.0,50802.855711,1154060.0,330000.0
789,1364,70.0,403828.65731399995,6452680.0,884000.0
790,1370,50.0,2042923.3467,6672600.0,6652000.0
791,1372,27.0,92958.416834,29544.0,2600.0
792,1373,68.0,1887272.04408,11153600.0,5326800.0
793,1374,42.0,21618.2364728,61472.0,96000.0
794,1376,85.0,29348.917835400003,301700.0,18000.0
795,1378,73.0,387614.97996,1031880.0,384000.0
796,1379,65.0,227207.66533400002,2040010.0,350000.0
797,1381,73.0,35778.1813628,102902.0,12000.0
798,1384,64.0,14224648.271599999,90909520.0,5254800.0
799,1386,56.0,3848046.0922,29020000.0,4000000.0
800,1387,66.0,212291.08216399996,833400.0,304400.0
801,1388,41.0,82797.8456914,317800.0,42000.0
802,1389,55.0,663679.8597200001,10102800.0,12600000.0
803,1391,52.0,325354.45892,6504880.0,3345600.0
804,1392,69.0,59450.150301,454400.0,60000.0
805,1393,56.0,16927079.1584,397488260.0,5646800.0
806,1395,61.0,97282.064128,900322.0,1649600.0
807,1397,55.0,495057.61523,3836400.0,683200.0
808,1398,57.0,108091.18236,4993000.0,1050000.0
809,1400,48.0,183755.01002,563001.0,790000.0
810,1401,69.0,21121334.8222,188261960.0,5555600.0
811,1404,73.0,145490.731462,2351838.0,1574400.0
812,1405,75.0,132952.15430800003,1365118.0,1216000.0
813,1406,48.0,1167384.7695,5594380.0,4424800.0
814,1409,28.0,104632.26452600001,171110.0,67720.0
815,1412,90.0,186349.19839799998,810200.0,314000.0
816,1413,73.0,336379.75951600005,6645066.0,4958200.0
817,1414,56.0,118467.93587199999,1541740.0,60000.0
818,1415,84.0,87770.0400802,1754060.0,926400.0
819,1416,69.0,321030.81162399997,6587460.0,3120000.0
820,1417,66.0,48935040.0802,248342760.0,5880000.0
821,1419,57.0,81068.386774,32600.0,48000.0
822,1420,29.0,124304.85972,414000.0,252000.0
823,1421,82.0,112436.44789800001,2493260.0,215600.0
824,1422,67.0,175107.71543,243960.0,227000.0
825,1423,51.0,2883872.7454999997,19550000.0,4532400.0
826,1425,82.0,53980.736473000004,1249040.0,122400.0
827,1426,61.0,39561.372745399996,131034.0,46456.0
828,1428,68.0,5222965.93186,67197152.0,7973200.0
829,1435,55.0,188943.38677200003,2322906.0,1920000.0
830,1437,57.0,709078.156312,7212220.0,3309200.0
831,1438,27.0,547806.112224,801012.0,260000.0
832,1440,58.0,86472.945892,511892.0,269600.0
833,1442,66.0,121278.306614,1388860.0,457200.0
834,1443,50.0,143761.27255,2745348.0,321200.0
835,1446,64.0,96201.152305,748350.0,446500.0
836,1447,63.0,15132.765531000001,344900.0,70000.0
837,1448,78.0,180079.909816,1257420.0,412000.0
838,1449,42.0,131438.877756,1010896.0,162480.0
839,1451,79.0,154354.20841599998,2276192.0,1778000.0
840,1453,31.0,224397.294588,994510.0,704800.0
841,1455,69.0,141815.631262,2776170.0,4610000.0
842,1456,56.0,458522.79558999994,6760800.0,240800.0
843,1459,64.0,337244.48898,1256360.0,700000.0
844,1460,68.0,248393.53707599998,13137640.0,576000.0
845,1461,53.0,59450.150301,31700.0,64000.0
846,1462,51.0,172297.344688,690180.0,241320.0
847,1463,69.0,452037.32465200004,27034200.0,4356000.0
848,1466,65.0,97498.2464928,608280.0,340000.0
849,1467,40.0,97282.064128,232520.0,74800.0
850,1469,84.0,62692.88577219999,180756.0,296000.0
851,1470,61.0,5523459.41884,119915800.0,11944000.0
852,1471,63.0,1340330.66132,8013200.0,5802000.0
853,1472,49.0,133600.70140199998,360760.0,96520.0
854,1473,85.0,51667.58517019999,413140.0,250800.0
855,1474,32.0,151327.65531,85000.0,80000.0
856,1475,75.0,10877440.51096,475654920.0,16346800.0
857,1476,24.0,71340.180361,10564.0,164400.0
858,1480,72.0,296169.83968,9370000.0,8000000.0
859,1482,50.0,165487.600202,3352110.0,632000.0
860,1483,57.0,74150.5511024,402096.0,154800.0
861,1485,45.0,1372758.016,7432000.0,742000.0
862,1486,67.0,489653.05611000006,11277700.0,2000000.0
863,1487,41.0,23780.06012,268820.0,490000.0
864,1489,74.0,81284.5691386,237468.0,200000.0
865,1490,61.0,6053106.2124,72339662.0,2427560.0
866,1492,46.0,95552.60520980001,480530.0,283100.0
867,1494,62.0,86040.58116219999,2352500.0,700000.0
868,1496,61.0,140086.17234340002,2953256.0,3653840.0
869,1498,29.0,91877.50501,118380.0,113000.0
870,1500,71.0,418961.422846,19286600.0,3188000.0
871,1501,39.0,162136.77355,178730.0,6000.0
872,1502,43.0,261148.29659600003,316180.0,100000.0
873,1503,76.0,1410589.92984,38781400.0,2361200.0
874,1505,78.0,366861.472944,5929702.0,2677880.0
875,1508,56.0,154570.39078,976060.0,300000.0
876,1512,66.0,83770.6663326,968900.0,1227000.0
877,1513,33.0,81933.1162324,14542.0,3960.0
878,1514,57.0,288603.45691,7415980.0,6324000.0
879,1516,38.0,79771.29258519999,124700.0,8000.0
880,1517,40.0,56207.41483,193380.0,24000.0
881,1519,46.0,675786.0721440001,1327960.0,653200.0
882,1520,37.0,405341.93387,1113780.0,380000.0
883,1523,45.0,136843.436872,117700.0,240000.0
884,1524,61.0,41074.649299,31020.0,50000.0
885,1525,63.0,194564.12826,3653946.0,5950000.0
886,1526,48.0,85175.8517032,1422400.0,447200.0
887,1529,47.0,80852.2044092,270302.0,105200.0
888,1530,50.0,145274.549098,1386226.0,305000.0
889,1531,41.0,186133.016034,54090.0,108000.0
890,1533,70.0,4950576.152300001,199597400.0,5153600.0
891,1536,63.0,899318.637276,19154450.0,5720000.0
892,1537,33.0,1160899.29858,3693160.0,2200000.0
893,1541,87.0,97984656.814,1104351600.0,10020000.0
894,1543,70.0,532024.799598,14234200.0,6228400.0
895,1544,43.0,378319.13828,2919040.0,1051600.0
896,1545,58.0,194564.12826,621500.0,140000.0
897,1546,77.0,3085700.6012000004,40156178.0,17786800.0
898,1549,58.0,3956137.27456,64202400.0,7074000.0
899,1551,65.0,140518.53707,902032.0,204400.0
900,1552,47.0,162136.77355,1613400.0,210000.0
901,1554,73.0,178350.4509,2682500.0,2728000.0
902,1555,39.0,148084.91984,272350.0,400000.0
903,1556,23.0,84311.122244,69900.0,20000.0
904,1558,72.0,69394.539078,3109400.0,404800.0
905,1560,31.0,117819.38877759999,9985.0,13600.0
906,1564,53.0,47127.755511,464760.0,10040.0
907,1565,82.0,342216.683368,2708800.0,1000000.0
908,1567,56.0,111333.917835,168458.0,292800.0
909,1569,44.0,169919.33867599998,810160.0,784400.0
910,1572,49.0,124304.85972,414600.0,193600.0
911,1573,34.0,118900.3006,106794.0,30000.0
912,1575,48.0,489436.87374999997,1015494.0,609600.0
913,1576,53.0,218128.006012,1035718.0,254800.0
914,1577,33.0,97282.064128,15320.0,48640.0
915,1578,28.0,171648.797596,195198.0,174800.0
916,1579,34.0,27455.1603208,12108.0,24000.0
917,1581,39.0,1625691.38278,3998740.0,354000.0
918,1584,74.0,62692.885771999994,582774.0,727600.0
919,1585,43.0,111333.917834,135694.0,60000.0
920,1586,77.0,340703.406814,2550728.0,1415600.0
921,1587,37.0,2842798.0961999996,32272300.0,50000.0
922,1589,60.0,110253.00600999998,993050.0,800000.0
923,1590,60.0,50169.441382599995,402180.0,7720.0
924,1592,52.0,7177254.509000001,46341240.0,3840000.0
925,1593,64.0,1266828.6572999998,22907600.0,1738400.0
926,1595,64.0,99443.887776,300272.0,240000.0
927,1596,63.0,815007.51503,4548400.0,2600000.0
928,1597,57.0,938231.462926,4185810.0,647600.0
929,1599,49.0,45398.296593,1164258.0,990000.0
930,1600,54.0,552778.306612,5366964.0,3120000.0
931,1601,34.0,260932.114228,1008400.0,280000.0
932,1605,70.0,130033.69238,2041100.0,1017800.0
933,1606,46.0,2797399.7996,32517700.0,20000.0
934,1609,48.0,685081.913826,2034380.0,2504000.0
935,1610,37.0,130790.33066,214160.0,218320.0
936,1611,54.0,54045.59118199999,30990.0,48000.0
937,1613,71.0,83446.3927856,262640.0,194000.0
938,1614,45.0,103767.53507,174640.0,160360.0
939,1615,58.0,1984554.1082199998,37809400.0,3600000.0
940,1616,69.0,162136.77355,660902.0,286400.0
941,1617,75.0,281469.438878,5444200.0,5840400.0
942,1620,85.0,18591.683366799996,180100.0,9200.0
943,1622,60.0,67189.478958,344680.0,232000.0
944,1623,65.0,69178.356713,2054080.0,2360000.0
945,1624,47.0,28103.7074148,276910.4,600.0
946,1625,49.0,158029.308616,601456.0,302000.0
947,1628,65.0,2207221.9439000003,68568600.0,6400000.0
948,1630,55.0,234557.86573000002,2336550.0,2296020.0
949,1634,77.0,595582.41483,11491560.0,1050000.0
950,1639,62.0,76312.3747494,827660.0,240000.0
951,1640,36.0,122575.400802,214280.0,80000.0
952,1642,44.0,664544.589178,4403802.0,2370440.0
953,1643,45.0,96201.152305,434508.0,148000.0
954,1644,84.0,76744.739479,921300.0,238000.0
955,1645,42.0,153489.47896,328340.0,46880.0
956,1650,74.0,182241.73346800002,2315000.0,800000.0
957,1653,26.0,61611.973948,29520.0,8400.0
958,1654,38.0,194564.12826,868720.0,247280.0
959,1656,35.0,140518.53707,199700.0,342800.0
960,1658,64.0,882456.412826,32072860.0,400000.0
961,1659,62.0,124304.85972,1250780.0,1200000.0
962,1660,45.0,139437.62525,211920.0,420000.0
963,1661,49.0,792092.184368,4179928.0,64400.0
964,1662,68.0,55126.5030062,306936.0,4000.0
965,1663,38.0,151327.65531,14130.0,16000.0
966,1664,43.0,64854.709419,411900.0,240000.0
967,1666,50.0,2207221.94388,7974600.0,3294400.0
968,1667,43.0,196725.9519,1049670.0,1120000.0
969,1668,46.0,5622903.30664,21250800.0,2400000.0
970,1670,67.0,50802.855711,455000.0,348800.0
971,1671,52.0,92526.052104,181664.0,30000.0
972,1672,53.0,237800.6012,1457400.0,100000.0
973,1673,38.0,75663.827655,143352.0,84000.0
974,1674,53.0,497003.25651399995,5335800.0,1314400.0
975,1675,45.0,239962.42484999998,1251332.0,508400.0
976,1676,40.0,43668.8376756,475100.0,476200.0
977,1677,70.0,84311.122244,2311972.0,2121360.0
978,1678,48.0,151327.65531,879240.0,660000.0
979,1679,49.0,500462.17435,1501200.0,743200.0
980,1680,77.0,45225.3507014,351800.0,320000.0
981,1682,30.0,75663.827655,81510.0,8000.0
982,1683,52.0,1859168.33668,7141800.0,2216000.0
983,1686,64.0,809602.95591,6842800.0,3050000.0
984,1687,30.0,86472.945892,227080.0,200000.0
985,1688,35.0,296818.3867740001,247600.0,292800.0
986,1689,26.0,117387.02404800002,67896.0,22000.0
987,1690,49.0,1040269.5390800001,2485200.0,2210000.0
988,1691,43.0,165379.50902,977320.0,500000.0
989,1694,61.0,469115.73146000004,4452800.0,4000000.0
990,1696,61.0,83446.3927854,1777961.0,387600.0
991,1697,80.0,72896.69338679999,1173800.0,400000.0
992,1698,64.0,1150090.18036,11988400.0,1040000.0
993,1700,69.0,36967.1843686,425200.0,800000.0
994,1701,28.0,76744.739479,160300.0,86000.0
995,1704,41.0,594501.50301,2366100.0,1600000.0
996,1705,62.0,292278.55711200007,3165600.0,3036800.0
997,1707,31.0,14051.853706999998,478700.0,60000.0
998,1708,35.0,244286.07214,345000.0,200000.0
999,1712,84.0,979089.9298599999,43297600.0,7000000.0
1000,1713,67.0,63773.797595,2428780.0,1202000.0
1001,1714,65.0,46738.6272544,2141882.0,473364.0
1002,1716,39.0,64854.709418800005,14388.0,11640.0
1003,1717,25.0,108091.18236,442900.0,220000.0
1004,1721,61.0,331839.92986,13814300.0,2724000.0
1005,1722,30.0,73502.004008,53520.0,64000.0
1006,1725,68.0,39561.372745399996,656800.0,434000.0
1007,1727,72.0,569640.53106,25001540.0,8159760.0
1008,1728,61.0,4085846.6934,35596600.0,7914000.0
1009,1729,27.0,145923.09619,80860.0,60920.0
1010,1731,56.0,92093.68737500001,218094.0,90600.0
1011,1732,46.0,345891.78357,3278900.0,50000.0
1012,1733,62.0,1826740.98196,15222302.0,979600.0
1013,1735,75.0,85932.4899802,213940.0,30000.0
1014,1739,74.0,144842.18437,456710.0,40800.0
1015,1743,46.0,100308.61723519998,2124920.0,664800.0
1016,1744,59.0,130141.783568,1041820.0,1016400.0
1017,1745,58.0,416151.052102,1912220.0,1250000.0
1018,1747,53.0,43885.02004039999,264150.0,24000.0
1019,1755,40.0,70259.268537,868600.0,470400.0
1020,1756,45.0,66584.168337,181260.0,87240.0
1021,1757,58.0,117603.206412,596800.0,565200.0
1022,1760,49.0,91877.50501,411972.0,320000.0
1023,1761,63.0,3538905.31062,15011278.0,9280000.0
1024,1762,82.0,1184679.3587,35905800.0,10000000.0
1025,1765,29.0,91228.95791580001,69966.0,25400.0
1026,1767,68.0,1839711.9238399998,13648000.0,2180000.0
1027,1768,72.0,7564220.94188,472786400.0,12431600.0
1028,1769,86.0,2045085.1703400002,136291880.0,1184800.0
1029,1770,61.0,190024.29859599998,1330600.0,1250000.0
1030,1774,71.0,333785.571144,664350.0,840000.0
1031,1775,38.0,101173.34669440001,426420.0,119000.0
1032,1776,75.0,143761.272548,1339820.0,1280000.0
1033,1777,62.0,11507387.274600001,68336800.0,19490400.0
1034,1778,36.0,150895.290582,666348.0,420000.0
1035,1779,57.0,97282.064128,348860.0,120000.0
1036,1781,64.0,301574.3988,2217800.0,1125000.0
1037,1784,57.0,103551.352704,488020.0,190000.0
1038,1786,61.0,35561.99899780001,348500.0,394800.0
1039,1787,63.0,1677575.1503400002,6110132.0,1580000.0
1040,1788,56.0,129709.41883999998,167050.0,70000.0
1041,1790,54.0,45398.296593,73376.0,53600.0
1042,1793,51.0,175972.444886,1284478.0,1624000.0
1043,1797,75.0,49531487.2244,783576800.0,44139600.0
1044,1801,77.0,314329.158316,1130800.0,520000.0
1045,1802,34.0,349134.51904,2777600.0,780000.0
1046,1803,70.0,151327.65531,3208600.0,1432000.0
1047,1804,78.0,213804.35871600002,4798480.0,2267200.0
1048,1805,41.0,128196.142282,45254.2,3240.0
1049,1806,70.0,62476.70340720001,743080.0,455600.0
1050,1807,73.0,49289.579158199995,2314800.0,200000.0
1051,1808,76.0,6186490.73146,218010380.0,1080000.0
1052,1809,69.0,35527409.8196,78749916.0,5321200.0
1053,1813,76.0,2534305.86172,166306960.0,2193600.0
1054,1815,50.0,202562.87574999998,855528.0,554400.0
1055,1817,49.0,80203.6573148,333788.0,20000.0
1056,1820,63.0,177485.721444,1576428.0,1880000.0
1057,1828,63.0,41074.649299,80250.0,16960.0
1058,1829,60.0,65935.621242,264164.0,249200.0
1059,1830,49.0,248609.71944,970400.0,950000.0
1060,1831,57.0,308924.599198,3590920.0,113680.0
1061,1834,67.0,50802.855711,3356160.0,2000000.0
1062,1835,63.0,41567.545090399995,100798.0,50400.0
1063,1836,33.0,103767.53507,222078.0,200000.0
