,current_pct,employer_cap
21326,1.0,4.5
21327,6.75,11.0
21328,8.5,6.5
21329,5.5,7.0
21330,7.25,9.25
21331,5.25,8.25
21332,4.25,12.0
21333,6.25,4.0
21334,9.25,12.5
21335,2.25,8.5
21336,7.0,5.0
21337,6.75,7.25
21338,4.0,10.5
21339,9.0,3.75
21340,10.0,3.75
21341,5.75,8.75
21342,9.75,12.25
21343,2.25,8.5
21344,15.0,6.0
21345,1.25,7.75
21346,10.75,3.0
21347,10.25,7.25
21348,9.75,9.0
21349,6.75,12.25
21350,13.75,11.0
21351,2.5,6.75
21352,2.25,6.25
21353,4.25,8.25
21354,5.75,4.25
21355,8.0,9.25
21356,10.0,4.0
21357,3.75,9.25
21358,3.75,15.75
21359,12.25,10.25
21360,6.75,8.5
21361,4.5,8.25
21362,13.25,15.75
21363,8.25,7.5
21364,11.0,6.25
21365,10.25,11.75
21366,7.75,7.75
21367,7.25,10.0
21368,4.0,4.0
21369,15.0,15.5
21370,9.25,13.25
21371,9.0,15.25
21372,5.25,5.5
21373,7.5,3.5
21374,10.25,7.0
21375,1.75,4.5
21376,4.5,11.5
21377,5.5,9.25
21378,7.0,6.75
21379,10.75,7.5
21380,15.0,7.5
21381,9.75,4.25
21382,7.25,3.25
21383,7.0,9.5
21384,9.5,4.75
21385,8.75,7.75
21386,7.5,5.0
21387,7.0,2.5
21388,10.25,9.75
21389,10.0,11.25
21390,5.0,2.75
21391,9.0,8.75
21392,7.0,9.0
21393,2.25,8.0
21394,11.5,6.0
21395,6.5,11.0
21396,7.5,3.75
21397,5.0,8.25
21398,7.75,12.5
21399,7.0,4.75
21400,4.75,6.75
21401,4.0,5.0
21402,6.0,7.5
21403,4.75,2.75
21404,4.0,5.75
21405,4.75,5.75
21406,7.75,9.0
21407,6.0,6.0
21408,10.0,13.5
21409,8.25,6.0
21410,10.75,12.0
21411,1.25,6.75
21412,7.75,5.25
21413,10.75,6.5
21414,4.75,5.75
21415,4.25,5.25
21416,9.5,9.25
21417,7.0,8.25
21418,9.75,2.0
21419,8.25,4.5
21420,7.0,14.5
21421,4.25,13.0
21422,7.5,7.0
21423,9.75,5.75
21424,7.25,12.75
21425,9.75,4.5
21426,9.5,5.0
21427,9.25,9.5
21428,4.0,5.5
21429,8.25,15.25
21430,16.75,2.25
21431,13.25,5.5
21432,4.75,11.75
21433,8.25,9.75
21434,14.75,9.5
21435,6.25,9.0
21436,3.5,11.0
21437,6.25,7.0
21438,5.25,6.0
21439,11.0,12.5
21440,3.75,7.75
21441,5.25,13.75
21442,6.0,10.25
21443,6.25,5.0
21444,3.75,5.75
21445,3.0,11.5
21446,8.0,2.5
21447,8.5,4.75
21448,2.0,13.25
21449,5.5,7.0
21450,6.0,2.25
21451,5.75,4.25
21452,12.75,15.75
21453,12.25,8.5
21454,7.5,9.25
21455,4.25,8.25
21456,1.5,5.0
21457,10.0,10.5
21458,10.25,16.75
21459,5.75,6.75
21460,6.0,9.5
21461,8.25,8.75
21462,10.5,10.0
21463,9.5,7.25
21464,10.0,6.25
21465,7.5,3.5
21466,11.0,9.25
21467,2.25,7.75
21468,9.0,8.5
21469,6.5,9.75
21470,9.25,8.75
21471,10.25,6.5
21472,13.5,9.0
21473,8.0,12.5
21474,13.0,12.0
21475,11.0,6.0
21476,4.0,6.25
21477,8.25,8.0
21478,15.0,5.75
21479,3.25,12.5
21480,4.5,13.0
21481,8.5,7.0
21482,10.25,13.75
21483,8.25,6.25
21484,8.75,4.75
21485,6.5,3.5
21486,4.5,9.0
21487,1.75,3.75
21488,11.5,8.75
21489,2.0,12.5
21490,9.25,0.25
21491,4.25,8.25
21492,9.25,15.25
21493,5.5,10.75
21494,13.25,4.5
21495,11.75,10.0
21496,2.75,9.5
21497,9.25,9.25
21498,0.25,5.5
21499,9.25,7.25
21500,8.0,11.0
21501,12.5,10.0
21502,5.5,9.0
21503,7.25,10.75
21504,4.0,5.75
21505,12.25,11.0
21506,4.0,3.25
21507,8.75,7.5
21508,6.5,4.0
21509,11.25,4.5
21510,9.25,8.0
21511,6.0,13.5
21512,15.75,9.25
21513,8.0,6.75
21514,6.5,8.0
21515,9.25,4.0
21516,0.75,8.0
21517,7.0,4.5
21518,10.75,11.0
21519,11.5,7.5
21520,7.75,7.25
21521,9.0,14.0
21522,14.0,8.75
21523,7.5,6.0
21524,8.5,12.75
21525,7.25,13.0
21526,17.0,7.0
21527,3.5,10.0
21528,8.0,5.75
21529,7.25,6.25
21530,4.75,2.75
21531,13.25,5.75
21532,5.75,8.75
21533,2.75,9.5
21534,5.75,7.75
21535,14.25,6.75
21536,7.25,11.25
21537,13.75,7.75
21538,6.0,6.25
21539,10.25,4.75
21540,2.25,10.0
21541,3.75,12.25
21542,7.0,8.25
21543,11.5,10.0
21544,12.0,11.0
21545,5.5,5.25
21546,5.0,7.25
21547,7.75,12.75
21548,5.0,9.75
21549,14.75,3.5
21550,14.25,11.25
21551,10.75,14.5
21552,8.5,5.5
21553,7.25,8.75
21554,3.25,1.25
21555,3.0,12.5
21556,4.5,10.0
21557,9.5,7.0
21558,3.75,5.5
21559,7.5,5.75
21560,9.5,7.75
21561,7.0,5.5
21562,9.75,8.0
21563,11.25,4.5
21564,13.5,12.25
21565,9.0,13.25
21566,8.25,5.75
21567,8.0,15.0
21568,1.75,8.0
21569,6.25,3.5
21570,11.25,6.75
21571,15.25,2.25
21572,9.0,8.75
21573,7.75,3.25
21574,4.5,8.25
21575,9.25,10.0
21576,1.5,4.25
21577,10.0,8.5
21578,7.25,5.25
21579,2.5,8.5
21580,9.25,5.0
21581,9.25,6.5
21582,9.75,7.5
21583,13.25,3.75
21584,5.75,10.75
21585,10.5,9.0
21586,9.75,13.75
21587,9.25,11.75
21588,11.5,8.5
21589,12.75,2.0
21590,11.75,2.25
21591,6.75,8.0
21592,8.75,14.5
21593,7.75,13.25
21594,12.0,6.5
21595,10.75,10.25
21596,6.75,8.25
21597,14.0,9.75
21598,5.5,2.75
21599,14.0,2.75
21600,5.5,10.0
21601,9.75,6.5
21602,4.0,8.25
21603,7.75,2.25
21604,12.25,5.5
21605,9.75,7.0
21606,10.0,14.25
21607,6.5,3.75
21608,3.0,5.5
21609,6.5,14.75
21610,3.5,10.75
21611,7.5,3.75
21612,7.25,9.25
21613,9.25,7.0
21614,2.5,8.25
21615,4.25,6.25
21616,3.25,6.5
21617,4.5,2.75
21618,6.0,8.5
21619,8.25,7.5
21620,2.5,7.75
21621,6.75,3.5
21622,1.25,7.0
21623,8.75,6.25
21624,9.75,4.5
21625,12.0,10.0
21626,8.5,9.25
21627,8.0,11.0
21628,13.75,8.25
21629,1.5,11.25
21630,8.25,7.0
21631,5.5,4.25
21632,2.75,12.0
21633,8.25,5.75
21634,7.75,7.75
21635,5.5,12.25
21636,14.5,10.5
21637,9.25,0.25
21638,7.25,8.5
21639,13.25,9.75
21640,5.25,11.5
21641,11.5,5.0
21642,3.25,11.25
21643,11.25,6.75
21644,12.0,13.5
21645,12.75,13.25
21646,5.5,11.0
21647,8.5,2.5
21648,7.75,10.25
21649,4.5,2.25
21650,2.0,3.25
21651,5.25,6.5
21652,6.75,8.75
21653,9.5,13.0
21654,3.75,9.25
21655,5.75,10.75
21656,4.5,3.25
21657,9.0,10.25
21658,12.5,4.75
21659,10.75,2.75
21660,6.0,5.0
21661,10.0,1.0
21662,7.75,7.0
21663,4.75,8.5
21664,10.75,12.5
21665,6.75,6.5
21666,9.0,11.75
21667,8.0,10.25
21668,13.0,11.25
21669,4.0,4.5
21670,7.25,6.5
21671,6.5,11.25
21672,7.75,7.0
21673,3.0,4.25
21674,5.0,9.5
21675,9.25,9.25
21676,12.25,7.5
21677,12.25,8.5
21678,9.25,5.5
21679,9.0,3.75
21680,8.0,10.25
21681,2.25,14.25
21682,4.25,4.25
21683,6.25,5.25
21684,8.0,11.0
21685,1.0,5.25
21686,12.0,12.5
21687,3.0,7.25
21688,5.75,2.0
21689,12.0,3.25
21690,8.75,6.75
21691,6.75,10.0
21692,8.25,7.25
21693,13.25,8.75
21694,9.25,10.75
21695,5.0,7.25
21696,7.75,7.25
21697,10.75,8.0
21698,7.0,3.75
21699,1.75,5.0
21700,3.75,9.0
21701,3.25,7.5
21702,5.75,1.5
21703,6.0,2.0
21704,4.5,11.75
21705,5.25,3.5
21706,7.0,8.0
21707,6.0,4.25
21708,4.25,0.75
21709,2.75,10.75
21710,14.5,12.5
21711,10.5,5.75
21712,6.25,10.0
21713,2.0,6.25
21714,9.25,6.25
21715,10.5,11.25
21716,3.5,8.75
21717,7.5,2.5
21718,7.0,13.25
21719,5.5,4.5
21720,13.0,6.5
21721,3.75,12.0
21722,11.0,5.0
21723,13.0,6.5
21724,10.25,13.75
21725,7.75,6.5
21726,5.75,4.25
21727,4.75,12.25
21728,3.5,5.25
21729,11.75,7.75
21730,15.0,8.75
21731,7.0,10.0
21732,7.0,3.25
21733,14.75,8.25
21734,12.5,3.5
21735,12.25,6.75
21736,5.25,4.5
21737,9.5,6.5
21738,4.0,10.5
21739,6.5,10.75
21740,3.5,12.0
21741,6.25,10.75
21742,5.0,15.5
21743,11.5,7.0
21744,8.5,6.75
21745,7.75,9.75
21746,2.75,10.75
21747,6.25,6.5
21748,1.5,7.25
21749,5.25,12.5
21750,5.25,3.25
21751,8.0,7.0
21752,4.75,6.25
21753,3.75,11.0
21754,7.25,12.25
21755,10.25,11.25
21756,6.5,8.25
21757,8.25,7.0
21758,5.5,8.75
21759,7.25,5.25
21760,14.25,10.25
21761,8.25,3.75
21762,7.5,4.25
21763,6.75,10.25
21764,8.75,9.5
21765,2.5,8.25
21766,11.0,3.5
21767,4.0,12.25
21768,5.25,1.5
21769,10.25,4.75
21770,12.0,13.25
21771,10.0,11.75
21772,10.75,10.0
21773,8.5,4.5
21774,6.25,10.5
21775,9.25,9.25
21776,3.75,12.5
21777,8.0,6.5
21778,12.75,8.75
21779,9.5,10.0
21780,7.0,11.25
21781,8.75,8.5
21782,11.0,10.25
21783,6.0,3.25
21784,17.75,9.0
21785,10.75,1.5
21786,5.0,10.0
21787,7.75,11.25
21788,6.5,9.25
21789,8.75,4.25
21790,7.25,2.5
21791,7.0,12.25
21792,8.0,13.5
21793,6.75,3.5
21794,9.5,7.75
21795,8.75,10.25
21796,7.25,7.5
21797,4.75,10.5
21798,7.0,10.75
21799,14.75,5.75
21800,1.0,4.5
21801,9.25,6.25
21802,14.75,7.0
21803,10.5,10.75
21804,9.0,8.0
21805,9.0,3.75
21806,5.5,12.5
21807,6.0,10.25
21808,4.0,8.0
21809,1.75,9.25
21810,4.25,6.25
21811,14.0,5.25
21812,6.5,12.5
21813,6.25,5.5
21814,5.5,8.5
21815,4.75,3.0
21816,5.75,9.0
21817,10.75,8.25
21818,13.75,11.25
21819,9.25,5.75
21820,5.5,4.75
21821,9.25,9.75
21822,12.0,10.5
21823,11.0,5.5
21824,8.0,12.5
21825,7.25,9.25
21826,9.0,13.0
21827,7.5,10.0
21828,13.5,13.75
21829,8.25,12.5
21830,14.75,3.0
21831,13.0,5.25
21832,12.5,6.25
21833,11.25,9.5
21834,7.75,5.25
21835,5.75,4.5
21836,8.25,4.75
21837,18.0,5.0
21838,9.5,9.5
21839,7.0,11.0
21840,4.5,11.5
21841,9.75,5.25
21842,10.0,6.5
21843,5.0,13.25
21844,5.0,3.5
21845,9.75,5.75
21846,5.5,7.75
21847,10.5,10.75
21848,4.5,10.25
21849,8.75,10.25
21850,7.25,5.75
21851,4.0,6.5
21852,10.25,4.0
21853,3.0,10.0
21854,9.0,7.5
21855,3.75,9.0
21856,7.5,14.0
21857,12.5,6.5
21858,7.5,11.5
21859,7.5,11.0
21860,11.5,7.5
21861,9.25,5.25
21862,9.0,8.5
21863,6.5,8.75
21864,8.5,4.5
21865,11.0,5.25
21866,13.0,3.5
21867,10.0,10.75
21868,9.0,10.0
21869,12.75,11.25
21870,12.75,13.0
21871,9.5,4.75
21872,2.25,11.75
21873,3.75,7.25
21874,8.25,11.25
21875,6.5,9.5
21876,7.75,2.5
21877,6.75,6.75
21878,12.75,11.25
21879,10.5,5.25
21880,9.0,10.5
21881,13.75,10.75
21882,1.5,9.25
21883,3.75,6.75
21884,9.25,8.25
21885,10.25,7.5
21886,6.0,11.5
21887,4.0,9.5
21888,9.5,13.25
21889,5.75,2.5
21890,10.25,3.25
21891,6.0,12.25
21892,5.5,7.5
21893,8.75,7.25
21894,11.5,4.75
21895,7.0,13.75
21896,11.75,11.0
21897,3.75,10.0
21898,3.25,10.0
21899,4.0,6.0
21900,8.25,7.25
21901,6.75,7.25
21902,4.5,6.25
21903,11.0,10.5
21904,7.25,5.0
21905,8.0,14.25
21906,10.25,6.25
21907,7.5,7.75
21908,10.0,4.5
21909,4.0,5.5
21910,9.0,8.5
21911,9.25,3.75
21912,9.75,6.25
21913,7.0,5.25
21914,9.25,5.25
21915,9.0,5.25
21916,11.0,5.5
21917,10.0,3.25
21918,9.25,7.75
21919,8.75,6.25
21920,8.5,6.75
21921,3.0,4.75
21922,11.5,8.75
21923,13.25,8.75
21924,4.75,3.5
21925,4.5,7.25
21926,11.75,7.25
21927,13.75,8.0
21928,16.75,8.0
21929,7.5,10.25
21930,4.5,8.25
21931,2.5,8.0
21932,9.75,7.5
21933,4.25,10.25
21934,7.25,7.5
21935,10.0,11.5
21936,3.0,10.5
21937,7.5,14.0
21938,6.25,5.75
21939,11.5,8.25
21940,9.75,8.0
21941,11.5,9.0
21942,4.75,8.75
21943,6.75,5.25
21944,10.75,16.25
21945,6.0,7.5
21946,6.25,5.0
21947,7.5,6.0
21948,3.75,6.25
21949,9.25,4.75
21950,10.5,10.0
21951,8.0,1.75
21952,11.5,6.25
21953,6.0,7.0
21954,4.75,13.75
21955,6.75,10.25
21956,7.25,3.25
21957,9.25,11.0
21958,4.0,5.75
21959,2.25,8.25
21960,5.5,9.5
21961,7.75,7.25
21962,9.25,10.75
21963,11.25,7.25
21964,14.25,3.0
21965,6.75,4.0
21966,5.5,9.75
21967,6.75,2.5
21968,9.0,4.25
21969,11.0,6.0
21970,11.25,1.25
21971,14.25,3.0
21972,7.0,9.25
21973,7.25,6.75
21974,12.25,9.0
21975,2.5,5.5
21976,15.5,6.25
21977,8.5,9.5
21978,12.25,2.0
21979,14.5,9.0
21980,9.0,2.5
21981,7.25,7.0
21982,9.0,11.0
21983,5.75,7.25
21984,6.25,6.0
21985,7.75,5.5
21986,7.0,8.25
21987,8.75,7.0
21988,6.25,6.25
21989,8.25,15.75
21990,5.25,13.75
21991,5.75,6.0
21992,8.0,8.75
21993,4.25,5.0
21994,6.5,5.75
21995,8.25,7.75
21996,2.5,5.0
21997,6.25,4.0
21998,5.75,8.75
21999,2.0,16.75
22000,7.5,13.0
22001,6.0,6.25
22002,12.25,5.75
22003,7.75,13.75
22004,15.5,12.25
22005,8.75,7.0
22006,7.0,7.0
22007,9.5,7.0
22008,10.0,2.75
22009,3.0,8.75
22010,7.0,2.5
22011,9.5,8.5
22012,9.0,5.75
22013,7.25,4.0
22014,5.25,3.75
22015,3.75,6.75
22016,1.5,7.5
22017,5.25,10.0
22018,5.75,6.0
22019,9.25,12.75
22020,9.25,13.0
22021,7.0,4.25
22022,3.5,5.75
22023,3.5,13.75
22024,3.75,13.0
22025,6.25,12.0
22026,5.25,10.25
22027,9.5,5.25
22028,6.5,10.5
22029,6.75,7.5
22030,7.75,13.25
22031,9.5,11.0
22032,7.25,6.75
22033,6.0,5.0
22034,9.0,9.25
22035,9.75,6.0
22036,7.5,6.75
22037,1.5,13.0
22038,8.25,8.75
22039,6.25,7.25
22040,8.75,9.5
22041,6.0,4.5
22042,11.25,8.25
22043,9.75,4.75
22044,11.25,6.25
22045,10.0,5.25
22046,8.5,9.75
22047,7.0,2.25
22048,10.0,9.75
22049,10.0,10.5
22050,11.0,16.25
22051,13.75,8.25
22052,10.0,4.0
22053,1.75,8.0
22054,4.25,5.0
22055,11.75,10.5
22056,13.5,10.25
22057,11.0,7.0
22058,4.75,12.5
22059,10.75,4.0
22060,6.25,15.75
22061,8.25,8.0
22062,7.75,8.25
22063,6.75,8.75
22064,5.75,10.5
22065,11.25,3.75
22066,12.0,11.5
22067,14.75,3.75
22068,7.75,7.25
22069,2.5,14.5
22070,14.5,6.0
22071,6.5,7.75
22072,12.25,10.25
22073,8.0,12.0
22074,10.5,7.5
22075,7.75,13.75
22076,10.5,14.5
22077,9.0,6.25
22078,14.25,10.0
22079,7.5,13.25
22080,10.5,4.25
22081,4.0,8.25
22082,10.0,9.75
22083,3.5,13.25
22084,5.5,11.5
22085,4.25,7.25
22086,8.0,12.5
22087,10.5,2.5
22088,9.0,11.25
22089,4.75,6.75
22090,6.5,6.0
22091,7.0,2.75
22092,4.5,11.75
22093,6.75,9.0
22094,9.0,6.5
22095,5.0,4.0
22096,5.0,13.75
22097,13.75,4.5
22098,9.75,6.25
22099,10.0,7.0
22100,12.25,5.0
22101,7.25,10.0
22102,10.5,13.5
22103,8.5,11.5
22104,9.0,7.75
22105,14.25,10.75
22106,14.0,6.25
22107,14.25,3.25
22108,9.5,6.0
22109,2.0,8.5
22110,10.5,2.5
22111,16.0,6.25
22112,4.25,4.0
22113,3.0,11.5
22114,14.75,5.25
22115,8.25,5.25
22116,9.5,9.0
22117,14.25,9.75
22118,6.75,8.75
22119,5.5,4.5
22120,5.5,8.0
22121,3.5,9.25
22122,9.5,7.5
22123,13.5,8.0
22124,5.75,10.75
22125,3.5,6.0
22126,3.5,5.0
22127,5.5,5.25
22128,12.75,4.75
22129,12.75,5.75
22130,7.0,6.75
22131,8.75,5.75
22132,8.25,11.75
22133,8.5,3.25
22134,4.75,8.0
22135,9.0,4.25
22136,10.0,7.0
22137,7.5,9.0
22138,6.25,6.5
22139,8.5,8.0
22140,11.0,6.0
22141,13.5,11.25
22142,11.75,4.0
22143,6.5,14.0
22144,7.0,13.25
22145,4.75,7.0
22146,10.25,4.25
22147,16.25,6.25
22148,9.5,9.25
22149,6.0,4.25
22150,12.0,5.0
22151,6.5,6.5
22152,3.75,3.5
22153,3.75,7.25
22154,8.0,3.75
22155,12.0,6.0
22156,9.25,4.25
22157,5.75,10.25
22158,7.25,12.0
22159,12.5,6.75
22160,5.0,13.5
22161,3.0,2.75
22162,7.0,6.25
22163,5.75,8.0
22164,10.75,1.75
22165,4.5,4.75
22166,4.0,9.5
22167,5.75,5.5
22168,7.5,1.75
22169,2.25,10.0
22170,6.0,2.25
22171,14.75,10.0
22172,1.0,9.75
22173,4.0,7.75
22174,11.25,12.0
22175,5.5,5.25
22176,8.75,4.75
22177,14.5,13.0
22178,3.75,4.5
22179,9.25,2.75
22180,5.25,5.5
22181,8.75,7.25
22182,11.25,7.5
22183,3.5,7.0
22184,4.0,4.0
22185,10.25,1.75
22186,8.25,10.5
22187,2.75,10.75
22188,7.25,10.5
22189,6.0,10.25
22190,7.25,11.25
22191,8.5,4.75
22192,4.0,9.75
22193,11.75,6.25
22194,10.25,8.75
22195,4.0,10.25
22196,3.75,4.5
22197,7.0,12.75
22198,7.5,11.5
22199,13.25,12.75
22200,9.0,8.75
22201,6.75,5.25
22202,5.5,14.5
22203,10.75,9.25
22204,11.0,2.0
22205,4.0,8.25
22206,11.75,2.75
22207,11.75,14.75
22208,9.25,5.5
22209,4.75,5.25
22210,4.75,10.25
22211,7.0,7.75
22212,9.0,14.5
22213,6.0,4.75
22214,4.25,6.25
22215,8.75,13.0
22216,7.75,7.5
22217,8.5,4.25
22218,7.75,9.0
22219,9.0,10.25
22220,9.25,6.5
22221,4.5,8.0
22222,9.75,3.75
22223,11.0,4.25
22224,11.0,2.5
22225,13.75,3.25
22226,8.0,10.75
22227,4.75,5.25
22228,5.0,7.75
22229,7.75,5.5
22230,10.0,4.0
22231,9.25,7.0
22232,10.0,10.25
22233,6.0,2.75
22234,4.75,1.0
22235,6.0,11.5
22236,9.25,11.0
22237,5.5,6.75
22238,10.0,9.25
22239,9.25,7.75
22240,6.25,1.0
22241,14.25,3.25
22242,5.5,6.75
22243,9.0,7.5
22244,5.25,9.5
22245,9.25,4.25
22246,12.25,7.25
22247,7.0,0.75
22248,15.0,2.25
22249,10.75,4.0
22250,6.0,7.25
22251,6.25,8.25
22252,8.75,8.75
22253,1.75,6.5
22254,3.0,5.25
22255,6.5,3.75
22256,8.5,2.0
22257,6.25,3.25
22258,7.5,12.5
22259,5.0,5.75
22260,7.75,3.25
22261,5.0,4.5
22262,13.75,13.25
22263,13.5,0.25
22264,11.25,10.75
22265,4.25,2.5
22266,4.5,9.25
22267,11.5,13.5
22268,7.25,9.75
22269,6.0,10.5
22270,7.5,11.5
22271,11.0,13.0
22272,7.5,3.25
22273,6.0,9.0
22274,6.5,5.5
22275,4.5,4.25
22276,8.0,13.5
22277,9.5,9.25
22278,5.75,8.5
22279,15.5,3.25
22280,9.75,5.75
22281,13.5,12.5
22282,5.0,13.5
22283,2.0,2.75
22284,12.0,5.0
22285,6.25,15.0
22286,6.25,9.0
22287,5.5,8.5
22288,14.5,2.75
22289,12.25,7.5
22290,12.25,1.0
22291,5.5,10.0
22292,8.5,13.75
22293,5.0,8.0
22294,4.0,8.75
22295,5.25,3.0
22296,4.5,7.0
22297,5.25,10.0
22298,9.25,2.75
22299,12.5,4.75
22300,11.25,4.25
22301,9.0,10.75
22302,8.0,4.0
22303,6.0,7.5
22304,13.5,6.75
22305,13.5,5.75
22306,8.0,7.25
22307,5.75,8.5
22308,8.75,8.0
22309,5.0,3.75
22310,9.0,11.0
22311,7.75,6.25
22312,10.0,9.5
22313,12.5,5.75
22314,8.75,3.25
22315,4.0,7.0
22316,3.25,6.25
22317,6.75,3.25
22318,11.0,11.25
22319,8.0,3.25
22320,3.0,12.5
22321,8.0,10.5
22322,2.75,5.5
22323,6.75,12.75
22324,7.0,9.25
22325,7.0,4.75
22326,3.75,2.5
22327,10.75,2.5
22328,10.0,6.25
22329,8.5,10.5
22330,12.25,9.75
22331,12.5,7.5
22332,6.25,8.75
22333,5.75,7.5
22334,6.75,9.25
22335,6.25,8.0
22336,8.0,13.25
22337,12.0,2.75
22338,9.75,3.25
22339,11.25,3.25
22340,9.75,1.25
22341,6.75,4.5
22342,2.5,8.25
22343,6.0,10.75
22344,14.25,9.25
22345,10.0,12.25
22346,9.0,3.5
22347,12.25,6.75
22348,11.25,9.0
22349,11.0,13.75
22350,6.5,9.25
22351,14.0,11.25
22352,3.5,10.75
22353,3.25,7.0
22354,13.0,6.0
22355,9.25,6.0
22356,9.5,6.75
22357,4.5,6.25
22358,5.5,2.5
22359,11.75,13.25
22360,13.0,5.25
22361,7.25,9.0
22362,7.25,5.25
22363,12.0,9.75
22364,8.25,4.75
22365,10.5,3.25
22366,7.0,9.5
22367,1.5,10.75
22368,9.75,12.25
22369,7.5,8.5
22370,7.5,2.25
22371,2.75,8.75
22372,6.75,5.25
22373,11.0,8.5
22374,7.75,12.25
22375,10.25,4.5
22376,6.75,9.5
22377,7.75,3.5
22378,3.75,8.5
22379,8.0,10.75
22380,9.75,10.0
22381,8.5,4.0
22382,9.0,5.0
22383,7.75,4.0
22384,8.25,11.5
22385,7.0,11.0
22386,11.75,8.5
22387,8.25,14.75
22388,5.75,6.5
22389,3.5,11.0
22390,8.5,3.25
22391,11.5,11.75
22392,12.75,9.5
22393,9.25,10.25
22394,5.75,13.25
22395,16.25,9.0
22396,5.75,13.75
22397,3.0,8.5
22398,4.5,3.75
22399,6.0,4.0
22400,13.5,9.0
22401,9.5,12.0
22402,9.25,7.75
22403,9.25,7.25
22404,10.25,3.25
22405,7.25,10.0
22406,4.5,10.0
22407,7.75,4.0
22408,1.0,7.75
22409,6.25,4.5
22410,12.25,17.0
22411,7.25,10.25
22412,9.0,11.25
22413,8.25,8.75
22414,7.5,6.75
22415,5.5,4.75
22416,11.0,6.5
22417,13.25,6.5
22418,4.25,6.5
22419,5.75,5.0
22420,10.75,5.5
22421,6.0,8.25
22422,14.0,7.75
22423,6.0,6.5
22424,8.0,4.0
22425,10.0,4.0
22426,8.5,12.25
22427,6.25,5.5
22428,14.0,15.0
22429,10.0,12.0
22430,8.25,2.75
22431,10.25,9.75
22432,1.25,11.75
22433,13.5,9.5
22434,6.75,8.0
22435,11.25,8.5
22436,15.0,0.75
22437,12.0,11.75
22438,10.75,6.0
22439,6.25,3.5
22440,11.0,2.0
22441,8.5,3.0
22442,9.5,7.5
22443,4.0,8.5
22444,11.5,6.75
22445,6.5,7.5
22446,4.75,12.75
22447,14.5,9.75
22448,8.25,6.5
22449,7.5,3.75
22450,8.75,9.25
22451,3.5,3.5
22452,10.25,9.5
22453,9.75,6.75
22454,6.5,4.5
22455,7.5,7.75
22456,3.25,12.25
22457,7.0,7.5
22458,9.5,12.25
22459,11.75,12.5
22460,11.0,13.75
22461,0.5,7.0
22462,10.75,6.0
22463,12.25,4.75
22464,6.25,13.75
22465,4.0,2.5
22466,3.5,7.5
22467,10.0,10.5
22468,8.75,3.25
22469,6.25,5.5
22470,2.5,6.5
22471,12.5,12.5
22472,3.0,4.75
22473,12.25,8.25
22474,1.75,3.75
22475,14.25,7.5
22476,5.0,4.0
22477,8.5,10.0
22478,3.75,7.0
22479,3.5,11.5
22480,10.5,9.0
22481,7.5,7.25
22482,5.25,7.25
22483,7.0,4.75
22484,9.0,5.5
22485,10.25,4.75
22486,10.75,9.0
22487,9.25,4.5
22488,6.0,5.0
22489,6.25,3.0
22490,3.5,4.0
22491,9.25,8.0
22492,7.0,10.0
22493,4.25,5.5
22494,8.75,10.75
22495,8.0,8.75
22496,3.25,7.25
22497,7.5,11.25
22498,16.5,8.0
22499,4.25,13.0
22500,4.25,4.75
22501,7.25,9.0
22502,4.25,7.5
22503,8.5,8.5
22504,4.75,6.25
22505,3.5,8.5
22506,6.75,10.75
22507,9.75,5.25
22508,7.75,5.0
22509,13.0,7.5
22510,5.75,8.75
22511,10.25,10.75
22512,11.25,4.75
22513,9.0,9.0
22514,8.75,4.5
22515,7.25,3.0
22516,4.5,13.5
22517,3.5,6.25
22518,10.0,5.25
22519,10.75,4.5
22520,7.25,5.75
22521,10.25,8.0
22522,4.0,5.0
22523,8.75,7.5
22524,6.25,5.25
22525,8.0,9.5
22526,5.75,3.5
22527,4.25,10.25
22528,7.5,4.5
22529,6.75,6.5
22530,6.0,5.0
22531,5.25,3.0
22532,15.25,13.0
22533,6.25,11.75
22534,11.5,7.5
22535,6.25,6.0
22536,1.0,10.25
22537,4.5,12.0
22538,10.5,3.5
22539,4.25,8.5
22540,13.0,10.75
22541,10.75,6.0
22542,4.5,9.0
22543,6.5,10.0
22544,5.25,13.0
22545,11.5,4.5
22546,6.0,10.75
22547,2.25,10.25
22548,4.5,4.75
22549,5.5,11.0
22550,10.75,5.5
22551,6.0,1.75
22552,11.75,9.25
22553,5.0,8.0
22554,6.25,5.25
22555,10.0,3.25
22556,9.5,7.75
22557,9.5,6.25
22558,9.0,6.5
22559,10.25,10.0
22560,12.0,3.75
22561,5.75,12.5
22562,12.5,7.0
22563,9.5,2.5
22564,13.0,10.0
22565,12.5,5.0
22566,9.0,8.0
22567,5.75,4.75
22568,6.25,9.25
22569,6.0,9.25
22570,5.75,10.0
22571,10.5,7.75
22572,5.0,7.25
22573,7.5,6.0
22574,10.0,11.25
22575,6.5,13.25
22576,7.75,2.5
22577,2.25,7.75
22578,10.25,7.0
22579,11.75,5.25
22580,7.5,6.25
22581,10.25,13.25
22582,5.75,7.0
22583,6.0,3.0
22584,5.5,4.25
22585,6.25,7.25
22586,7.5,8.25
22587,7.75,11.25
22588,9.25,7.5
22589,7.25,14.75
22590,5.75,6.0
22591,3.0,11.5
22592,5.5,11.0
22593,1.5,7.0
22594,7.0,11.75
22595,4.0,10.25
22596,8.75,12.0
