,last_login
26415,6.7
26416,26.5
26417,23.1
26418,5.4
26419,57.3
26420,79.3
26421,10.7
26422,154.6
26423,27.3
26424,3.5
26425,38.5
26426,71.5
26427,38.4
26428,2.6
26429,56.7
26430,42.1
26431,56.2
26432,19.2
26433,0.7
26434,50.7
26435,70.9
26436,0.8
26437,77.7
26438,19.9
26439,41.1
26440,66.5
26441,66.2
26442,9.5
26443,187.7
26444,23.1
26445,52.1
26446,53.3
26447,17.2
26448,57.3
26449,76.3
26450,3.6
26451,5.5
26452,40.1
26453,62.5
26454,7.8
26455,35.2
26456,15.6
26457,44.2
26458,47.9
26459,64.6
26460,35.2
26461,20.5
26462,18.7
26463,87.9
26464,33.9
26465,23.8
26466,26.0
26467,2.5
26468,7.6
26469,28.8
26470,33.2
26471,5.4
26472,13.3
26473,23.3
26474,24.0
26475,39.9
26476,20.7
26477,34.4
26478,23.0
26479,6.2
26480,14.9
26481,7.8
26482,17.8
26483,10.7
26484,8.2
26485,8.3
26486,0.6
26487,45.1
26488,9.4
26489,32.4
26490,2.7
26491,23.4
26492,9.5
26493,46.4
26494,4.9
26495,10.8
26496,16.5
26497,19.6
26498,20.3
26499,10.7
26500,22.9
26501,18.7
26502,3.9
26503,91.6
26504,32.8
26505,14.2
26506,27.9
26507,32.9
26508,51.4
26509,12.3
26510,13.5
26511,97.3
26512,25.2
26513,19.0
26514,40.0
26515,56.6
26516,24.5
26517,26.6
26518,10.9
26519,5.8
26520,26.9
26521,15.6
26522,38.5
26523,13.2
26524,197.7
26525,4.0
26526,17.2
26527,4.9
26528,56.4
26529,25.7
26530,5.9
26531,19.6
26532,7.4
26533,23.3
26534,43.3
26535,88.2
26536,6.7
26537,27.6
26538,16.8
26539,27.5
26540,70.6
26541,6.1
26542,22.8
26543,23.9
26544,33.3
26545,38.9
26546,50.9
26547,12.3
26548,33.6
26549,64.0
26550,7.6
26551,24.0
26552,19.2
26553,95.0
26554,29.9
26555,21.3
26556,133.2
26557,2.0
26558,24.4
26559,103.8
26560,5.2
26561,59.8
26562,51.0
26563,21.6
26564,8.5
26565,8.0
26566,12.0
26567,23.0
26568,35.4
26569,41.2
26570,2.9
26571,1.2
26572,28.8
26573,87.6
26574,17.7
26575,74.6
26576,42.7
26577,85.3
26578,12.3
26579,12.9
26580,9.8
26581,5.9
26582,48.5
26583,23.5
26584,7.6
26585,27.0
26586,42.4
26587,30.9
26588,20.5
26589,70.2
26590,4.2
26591,31.8
26592,32.7
26593,15.9
26594,1.3
26595,25.6
26596,37.0
26597,88.8
26598,40.5
26599,13.1
26600,3.3
26601,63.0
26602,5.3
26603,8.4
26604,103.2
26605,2.9
26606,25.9
26607,43.9
26608,3.7
26609,13.8
26610,37.6
26611,109.3
26612,26.4
26613,9.1
26614,21.2
26615,31.8
26616,77.9
26617,92.4
26618,110.2
26619,1.8
26620,7.8
26621,11.5
26622,4.4
26623,26.8
26624,94.8
26625,76.7
26626,8.8
26627,49.4
26628,25.8
26629,40.9
26630,2.1
26631,120.0
26632,28.9
26633,16.0
26634,12.2
26635,9.2
26636,14.5
26637,27.5
26638,6.3
26639,33.9
26640,36.0
26641,1.3
26642,43.1
26643,13.2
26644,20.3
26645,10.8
26646,2.5
26647,30.1
26648,54.6
26649,8.3
26650,34.0
26651,26.7
26652,140.6
26653,2.0
26654,95.0
26655,18.5
26656,21.9
26657,112.4
26658,24.4
26659,37.3
26660,2.4
26661,29.5
26662,4.3
26663,23.2
26664,33.3
26665,23.8
26666,11.3
26667,51.2
26668,89.4
26669,12.4
26670,65.6
26671,35.2
26672,18.5
26673,14.4
26674,20.9
26675,24.2
26676,76.0
26677,12.4
26678,37.2
26679,26.1
26680,4.5
26681,12.0
26682,34.6
26683,1.7
26684,56.4
26685,16.5
26686,13.8
26687,2.9
26688,146.1
26689,37.2
26690,89.1
26691,6.6
26692,20.0
26693,28.1
26694,61.9
26695,10.0
26696,20.9
26697,18.8
26698,36.5
26699,8.0
26700,3.6
26701,79.9
26702,39.0
26703,14.3
26704,34.5
26705,21.8
26706,22.0
26707,28.0
26708,23.8
26709,34.8
26710,18.5
26711,43.4
26712,28.8
26713,4.8
26714,16.7
26715,44.6
26716,2.2
26717,9.2
26718,14.4
26719,38.1
26720,4.3
26721,113.9
26722,6.4
26723,27.6
26724,53.4
26725,24.6
26726,15.8
26727,8.8
26728,19.0
26729,29.9
26730,63.4
26731,10.4
26732,25.0
26733,15.0
26734,27.1
26735,42.1
26736,83.3
26737,47.1
26738,2.7
26739,12.8
26740,25.1
26741,0.2
26742,2.4
26743,3.3
26744,21.8
26745,98.6
26746,5.3
26747,17.3
26748,50.4
26749,29.3
26750,14.9
26751,64.7
26752,10.6
26753,124.5
26754,94.1
26755,60.3
26756,31.2
26757,115.0
26758,11.7
26759,1.4
26760,7.0
26761,5.6
26762,23.5
26763,0.9
26764,37.5
26765,41.8
26766,119.8
26767,52.6
26768,7.5
26769,15.0
26770,37.1
26771,16.0
26772,37.9
26773,15.3
26774,26.1
26775,22.0
26776,26.4
26777,4.1
26778,20.0
26779,9.3
26780,24.7
26781,97.1
26782,44.6
26783,78.4
26784,95.9
26785,31.3
26786,29.7
26787,14.7
26788,19.7
26789,26.2
26790,15.6
26791,25.2
26792,6.0
26793,13.0
26794,18.2
26795,5.0
26796,25.3
26797,11.3
26798,13.0
26799,51.6
26800,33.8
26801,25.6
26802,24.1
26803,64.0
26804,56.1
26805,66.8
26806,74.0
26807,0.9
26808,51.8
26809,74.9
26810,66.1
26811,19.3
26812,26.3
26813,52.9
26814,45.3
26815,3.0
26816,22.3
26817,13.5
26818,17.5
26819,34.6
26820,6.0
26821,13.4
26822,66.7
26823,36.0
26824,43.4
26825,30.7
26826,29.9
26827,15.7
26828,12.1
26829,22.7
26830,36.7
26831,75.0
26832,77.3
26833,20.0
26834,15.8
26835,27.6
26836,39.5
26837,22.8
26838,15.5
26839,84.4
26840,61.6
26841,48.5
26842,37.9
26843,43.4
26844,83.4
26845,13.8
26846,45.7
26847,12.9
26848,28.0
26849,11.9
26850,25.9
26851,18.4
26852,17.0
26853,1.0
26854,5.6
26855,10.1
26856,80.6
26857,131.3
26858,45.9
26859,28.0
26860,16.1
26861,118.0
26862,77.6
26863,70.6
26864,18.0
26865,18.7
26866,55.0
26867,11.5
26868,9.7
26869,20.6
26870,44.1
26871,5.6
26872,1.9
26873,5.7
26874,14.2
26875,1.6
26876,29.8
26877,34.0
26878,3.9
26879,46.6
26880,28.3
26881,19.8
26882,131.3
26883,157.9
26884,48.1
26885,14.0
26886,27.4
26887,18.2
26888,16.9
26889,80.7
26890,12.7
26891,15.5
26892,52.6
26893,0.4
26894,48.4
26895,33.3
26896,96.1
26897,42.7
26898,91.4
26899,70.0
26900,24.7
26901,5.8
26902,68.6
26903,31.3
26904,8.4
26905,5.0
26906,7.2
26907,3.3
26908,13.1
26909,14.2
26910,39.0
26911,15.3
26912,0.5
26913,0.3
26914,15.3
26915,12.8
26916,40.3
26917,71.0
26918,39.0
26919,5.7
26920,6.9
26921,22.0
26922,15.6
26923,18.2
26924,27.8
26925,14.9
26926,19.9
26927,12.4
26928,19.2
26929,0.7
26930,35.0
26931,9.1
26932,10.1
26933,19.8
26934,20.7
26935,41.6
26936,1.1
26937,33.0
26938,8.3
26939,1.0
26940,20.0
26941,26.2
26942,18.0
26943,96.7
26944,16.6
26945,11.9
26946,44.6
26947,15.3
26948,4.1
26949,61.1
26950,17.8
26951,12.5
26952,29.6
26953,18.2
26954,120.8
26955,38.9
26956,8.0
26957,43.6
26958,10.5
26959,28.3
26960,65.0
26961,15.7
26962,6.0
26963,26.5
26964,59.7
26965,10.3
26966,140.0
26967,10.9
26968,4.7
26969,1.4
26970,23.8
26971,47.9
26972,24.0
26973,48.2
26974,7.5
26975,18.4
26976,25.6
26977,33.9
26978,23.2
26979,59.0
26980,195.1
26981,24.7
26982,21.3
26983,58.9
26984,18.8
26985,14.0
26986,15.5
26987,30.0
26988,10.1
26989,33.0
26990,9.1
26991,31.5
26992,2.9
26993,7.1
26994,4.7
26995,19.0
26996,42.6
26997,4.2
26998,42.4
26999,56.7
27000,41.3
27001,64.2
27002,1.4
27003,38.4
27004,33.5
27005,7.5
27006,0.9
27007,5.9
27008,19.7
27009,7.1
27010,12.8
27011,8.2
27012,58.0
27013,21.4
27014,0.3
27015,2.9
27016,29.1
27017,49.5
27018,0.8
27019,50.0
27020,25.7
27021,1.5
27022,27.5
27023,2.7
27024,16.3
27025,64.2
27026,124.7
27027,27.4
27028,51.6
27029,11.2
27030,35.9
27031,16.4
27032,7.3
27033,140.6
27034,7.6
27035,33.8
27036,6.7
27037,5.8
27038,10.0
27039,127.2
27040,7.5
27041,22.0
27042,73.0
27043,49.2
27044,7.1
27045,36.9
27046,12.1
27047,37.3
27048,18.0
27049,26.1
27050,10.8
27051,51.2
27052,5.1
27053,24.7
27054,61.6
27055,41.4
27056,3.8
27057,97.3
27058,3.1
27059,18.7
27060,5.2
27061,0.2
27062,25.2
27063,30.7
27064,15.0
27065,0.6
27066,25.5
27067,98.8
27068,9.8
27069,2.0
27070,2.4
27071,10.8
27072,2.5
27073,39.3
27074,2.5
27075,24.1
27076,40.2
27077,68.0
27078,12.8
27079,2.7
27080,20.3
27081,53.8
27082,5.5
27083,3.8
27084,9.6
27085,22.7
27086,18.4
27087,34.8
27088,8.8
27089,3.9
27090,80.4
27091,23.1
27092,59.2
27093,7.9
27094,6.2
27095,14.9
27096,34.5
27097,43.3
27098,5.0
27099,12.7
27100,39.3
27101,16.7
27102,12.1
27103,7.7
27104,21.4
27105,17.2
27106,11.0
27107,19.2
27108,21.2
27109,14.7
27110,49.3
27111,85.9
27112,8.0
27113,3.8
27114,3.0
27115,9.8
27116,3.0
27117,9.0
27118,34.9
27119,61.9
27120,28.1
27121,109.2
27122,26.3
27123,36.5
27124,9.4
27125,43.5
27126,4.7
27127,57.4
27128,20.3
27129,0.7
27130,23.3
27131,28.4
27132,17.2
27133,41.7
27134,56.8
27135,42.6
27136,36.6
27137,91.3
27138,11.0
27139,19.9
27140,43.5
27141,25.0
27142,4.7
27143,10.4
27144,83.4
27145,53.4
27146,10.9
27147,31.2
27148,47.7
27149,31.0
27150,5.3
27151,53.8
27152,84.5
27153,21.7
27154,43.4
27155,7.9
27156,25.5
27157,97.6
27158,36.3
27159,76.7
27160,9.9
27161,77.2
27162,56.9
27163,2.3
27164,22.0
27165,2.2
27166,51.6
27167,8.2
27168,26.4
27169,7.9
27170,14.8
27171,14.1
27172,138.4
27173,13.5
27174,55.5
27175,1.3
27176,82.8
27177,39.6
27178,41.3
27179,9.0
27180,18.5
27181,0.6
27182,21.6
27183,9.0
27184,14.3
27185,14.0
27186,40.0
27187,38.4
27188,36.6
27189,1.7
27190,4.9
27191,82.6
27192,5.9
27193,31.3
27194,16.4
27195,60.3
27196,7.9
27197,8.0
27198,59.9
27199,133.8
27200,52.6
27201,39.2
27202,67.0
27203,64.2
27204,5.2
27205,68.6
27206,25.1
27207,22.8
27208,103.4
27209,30.8
27210,60.7
27211,18.9
27212,61.7
27213,27.7
27214,45.8
27215,3.5
27216,57.0
27217,31.3
27218,30.9
27219,13.6
27220,47.0
27221,23.9
27222,7.4
27223,53.4
27224,101.8
27225,9.1
27226,14.5
27227,26.0
27228,3.3
27229,17.1
27230,1.9
27231,2.3
27232,0.3
27233,23.3
27234,7.2
27235,62.8
27236,46.7
27237,22.5
27238,11.9
27239,15.5
27240,4.4
27241,16.2
27242,0.9
27243,18.1
27244,22.2
27245,9.8
27246,65.8
27247,81.4
27248,11.2
27249,0.3
27250,11.0
27251,21.7
27252,9.1
27253,23.2
27254,8.1
27255,5.2
27256,8.0
27257,4.0
27258,25.8
27259,11.9
27260,12.7
27261,4.3
27262,37.6
27263,8.0
27264,24.1
27265,66.7
27266,12.0
27267,9.5
27268,11.4
27269,3.9
27270,18.2
27271,28.9
27272,4.3
27273,94.3
27274,38.1
27275,19.4
27276,15.3
27277,1.6
27278,10.1
27279,1.7
27280,70.2
27281,0.3
27282,96.0
27283,29.0
27284,25.0
27285,40.8
27286,3.1
27287,58.2
27288,85.9
27289,58.5
27290,58.0
27291,84.9
27292,21.5
27293,0.9
27294,19.5
27295,4.9
27296,17.8
27297,58.2
27298,7.0
27299,35.4
27300,22.6
27301,19.9
27302,56.3
27303,59.4
27304,44.7
27305,10.9
27306,35.9
27307,23.3
27308,20.4
27309,3.4
27310,64.9
27311,97.4
27312,2.2
27313,2.4
27314,7.7
27315,62.6
27316,0.1
27317,11.8
27318,35.9
27319,19.0
27320,42.7
27321,64.3
27322,21.6
27323,14.9
27324,15.2
27325,11.4
27326,4.5
27327,24.6
27328,87.8
27329,16.0
27330,2.0
27331,0.9
27332,60.5
27333,4.8
27334,26.9
27335,25.3
27336,16.2
27337,24.0
27338,78.2
27339,5.3
27340,4.5
27341,2.5
27342,48.8
27343,19.3
27344,35.3
27345,18.8
27346,42.6
27347,1.2
27348,25.8
27349,45.5
27350,1.5
27351,65.9
27352,45.6
27353,35.2
27354,4.3
27355,2.7
27356,66.6
27357,27.8
27358,108.7
27359,64.8
27360,26.4
27361,34.8
27362,10.6
27363,54.0
27364,191.5
27365,87.7
27366,18.7
27367,21.8
27368,14.2
27369,6.6
27370,46.4
27371,80.8
27372,80.0
27373,26.7
27374,11.4
27375,35.9
27376,1.4
27377,16.7
27378,110.2
27379,55.7
27380,30.7
27381,65.5
27382,30.6
27383,6.5
27384,58.7
27385,65.4
27386,65.1
27387,21.7
27388,15.7
27389,10.5
27390,187.4
27391,34.1
27392,38.7
27393,23.9
27394,73.4
27395,32.5
27396,46.5
27397,10.3
27398,17.7
27399,12.9
27400,1.6
27401,1.0
27402,24.4
27403,45.4
27404,2.2
27405,28.2
27406,0.1
27407,1.3
27408,16.0
27409,21.7
27410,19.0
27411,8.3
27412,19.7
27413,0.6
27414,21.3
27415,7.4
27416,17.3
27417,66.3
27418,68.9
27419,11.2
27420,12.0
27421,30.2
27422,6.7
27423,26.8
27424,56.9
27425,34.6
27426,24.7
27427,3.6
27428,25.1
27429,30.9
27430,13.5
27431,12.2
27432,47.7
27433,5.8
27434,10.0
27435,25.6
27436,5.2
27437,29.0
27438,46.4
27439,8.7
27440,11.4
27441,31.8
27442,15.7
27443,71.5
27444,73.5
27445,10.3
27446,9.9
27447,33.7
27448,17.9
27449,7.7
27450,64.4
27451,27.9
27452,18.8
27453,38.7
27454,59.5
27455,7.9
27456,33.9
27457,18.5
27458,97.5
27459,28.1
27460,4.0
27461,48.6
27462,1.6
27463,47.5
27464,4.8
27465,4.4
27466,74.1
27467,78.4
27468,55.2
27469,138.3
27470,73.1
27471,92.8
27472,15.7
27473,0.2
27474,8.6
27475,2.8
27476,39.4
27477,2.5
27478,16.1
27479,10.6
27480,110.7
27481,3.8
27482,0.2
27483,74.6
27484,3.4
27485,1.5
27486,10.8
27487,12.9
27488,44.7
27489,13.7
27490,3.8
27491,15.5
27492,5.4
27493,6.0
27494,52.4
27495,4.9
27496,7.4
27497,73.8
27498,53.4
27499,24.3
27500,2.2
27501,95.6
27502,67.8
27503,1.4
27504,46.6
27505,6.6
27506,7.3
27507,7.7
27508,61.4
27509,10.8
27510,5.3
27511,5.8
27512,100.2
27513,0.4
27514,3.4
27515,4.0
27516,43.1
27517,2.4
27518,65.0
27519,3.6
27520,8.0
27521,15.2
27522,82.9
27523,8.6
27524,19.2
27525,20.5
27526,45.0
27527,41.0
27528,70.8
27529,22.7
27530,0.1
27531,2.5
27532,40.5
27533,98.4
27534,3.0
27535,11.9
27536,0.7
27537,37.1
27538,56.9
27539,26.0
27540,83.8
27541,19.5
27542,6.2
27543,54.1
27544,6.6
27545,4.2
27546,20.6
27547,34.0
27548,13.3
27549,4.5
27550,8.8
27551,23.8
27552,0.2
27553,0.1
27554,11.1
27555,204.4
27556,0.3
27557,20.2
27558,29.3
27559,65.6
27560,32.2
27561,12.6
27562,21.3
27563,2.6
27564,4.4
27565,53.7
27566,43.2
27567,14.1
27568,15.2
27569,10.8
27570,2.9
27571,133.1
27572,84.7
27573,14.6
27574,22.8
27575,7.4
27576,24.9
27577,46.0
27578,26.6
27579,13.2
27580,6.1
27581,65.6
27582,9.7
27583,7.9
27584,7.0
27585,0.3
27586,7.7
27587,1.9
27588,4.9
27589,15.7
27590,2.9
27591,85.7
27592,1.3
27593,35.7
27594,52.4
27595,21.5
27596,15.5
27597,30.3
27598,11.9
27599,43.8
27600,14.4
27601,150.7
27602,44.9
27603,29.8
27604,8.5
27605,10.2
27606,2.8
27607,16.1
27608,55.5
27609,27.9
27610,82.8
27611,17.3
27612,43.2
27613,3.5
27614,18.8
27615,6.6
27616,7.5
27617,35.5
27618,4.0
27619,2.7
27620,0.7
27621,24.1
27622,25.1
27623,31.1
27624,87.4
27625,8.9
27626,67.8
27627,33.1
27628,4.6
27629,47.0
27630,30.4
27631,28.0
27632,1.5
27633,20.1
27634,9.7
27635,1.6
27636,92.1
27637,36.1
27638,3.3
27639,26.8
27640,19.1
27641,31.5
27642,5.8
27643,10.6
27644,5.1
27645,134.3
27646,12.7
27647,6.3
27648,29.6
27649,54.7
27650,14.2
27651,14.4
27652,44.1
27653,50.6
27654,3.7
27655,45.7
27656,3.9
27657,24.4
27658,11.3
27659,5.6
27660,24.1
27661,7.6
27662,6.8
27663,10.2
27664,9.2
27665,50.9
27666,0.7
27667,4.5
27668,13.0
27669,36.9
27670,51.7
27671,16.2
27672,5.2
27673,27.3
27674,18.3
27675,30.8
27676,92.2
27677,20.8
27678,30.2
27679,11.7
27680,9.7
27681,10.6
27682,15.9
27683,14.9
27684,40.8
27685,7.7
27686,39.4
27687,120.3
27688,57.1
27689,11.9
27690,87.2
27691,15.4
27692,2.4
27693,17.0
27694,38.0
27695,118.0
27696,27.1
27697,14.0
27698,71.7
27699,10.5
27700,2.0
27701,17.2
27702,50.7
27703,58.6
27704,2.9
27705,7.8
27706,39.5
27707,7.6
27708,99.3
27709,0.7
27710,77.4
27711,22.1
27712,24.4
27713,18.0
27714,16.9
27715,13.7
27716,27.7
27717,24.6
27718,38.0
27719,1.0
27720,0.6
27721,2.9
27722,26.8
27723,12.1
27724,47.1
27725,3.1
27726,102.4
27727,9.1
27728,75.6
27729,8.9
27730,17.7
27731,36.4
27732,20.1
27733,28.9
27734,38.3
27735,17.7
27736,16.2
27737,10.9
27738,36.1
27739,48.1
27740,4.1
27741,4.4
27742,25.0
27743,6.2
27744,4.7
27745,30.5
27746,39.9
27747,12.2
27748,12.1
27749,6.3
27750,11.2
27751,72.9
27752,19.8
27753,3.1
27754,20.5
27755,12.3
27756,27.4
27757,5.1
27758,6.5
27759,22.5
27760,44.4
27761,16.1
27762,8.9
27763,1.0
27764,13.0
27765,25.8
27766,96.1
27767,3.3
27768,0.6
27769,18.3
27770,26.1
27771,43.4
27772,23.1
27773,7.5
27774,36.2
27775,69.4
27776,9.0
27777,2.4
27778,3.2
27779,21.2
27780,15.7
27781,16.2
27782,11.2
27783,47.4
27784,20.1
27785,9.0
27786,15.1
27787,8.1
27788,20.1
27789,138.3
27790,90.2
27791,213.6
27792,0.9
27793,0.5
27794,1.1
27795,9.2
27796,0.3
27797,1.0
27798,2.9
27799,7.7
27800,25.4
27801,3.0
27802,57.3
27803,57.2
27804,27.5
27805,23.0
27806,71.8
27807,4.9
27808,11.5
27809,26.2
27810,5.9
27811,20.4
27812,65.1
27813,101.0
27814,16.9
27815,1.6
27816,75.1
27817,13.4
27818,4.1
27819,15.2
27820,79.3
27821,12.6
27822,85.2
27823,20.3
27824,5.3
27825,67.3
27826,16.8
27827,36.0
27828,27.9
27829,5.1
27830,17.9
27831,25.3
27832,47.4
27833,8.2
27834,13.5
27835,45.4
27836,75.8
27837,19.3
27838,65.2
27839,13.9
27840,32.5
27841,7.5
27842,56.6
27843,26.3
27844,8.0
27845,6.2
27846,39.1
27847,0.3
27848,4.9
27849,22.7
27850,2.9
27851,48.0
27852,43.9
27853,46.3
27854,19.7
27855,168.6
27856,9.9
27857,5.1
27858,106.9
27859,37.3
27860,23.5
27861,2.9
27862,8.5
27863,4.5
27864,27.7
27865,28.4
27866,2.9
27867,74.2
27868,5.0
27869,4.2
27870,27.5
27871,51.0
27872,52.7
27873,51.2
27874,1.2
27875,40.2
27876,75.9
27877,19.9
27878,34.1
27879,71.9
27880,36.2
27881,23.9
27882,8.7
27883,2.4
27884,30.9
27885,138.5
27886,23.0
27887,25.4
27888,5.1
27889,39.6
27890,14.4
27891,56.3
27892,27.3
27893,2.1
27894,82.3
27895,0.5
27896,6.0
27897,10.2
27898,0.7
27899,1.8
27900,39.0
27901,4.4
27902,1.4
27903,41.9
27904,37.7
27905,27.2
27906,15.8
27907,14.5
27908,108.9
27909,1.1
27910,12.0
27911,56.1
27912,46.1
27913,3.3
27914,16.4
27915,5.2
27916,13.6
27917,13.0
27918,62.2
27919,2.8
27920,99.6
27921,4.3
27922,7.1
27923,20.8
27924,138.4
27925,10.9
27926,54.3
27927,33.2
27928,48.8
27929,4.9
27930,25.8
27931,10.1
27932,37.3
27933,61.6
27934,4.7
27935,2.8
27936,23.0
27937,11.0
27938,54.1
27939,8.3
27940,0.5
27941,18.2
27942,119.0
27943,90.9
27944,72.6
27945,47.1
27946,6.3
27947,2.4
27948,68.8
27949,4.9
27950,10.1
27951,36.7
27952,56.4
27953,17.5
27954,0.2
27955,32.2
27956,73.7
27957,15.5
27958,2.8
27959,15.8
27960,65.4
27961,16.7
27962,11.2
27963,19.9
27964,87.8
27965,13.8
27966,26.9
27967,80.7
27968,65.2
27969,6.9
27970,57.8
27971,17.4
27972,0.9
27973,24.9
27974,65.2
27975,6.8
27976,11.6
27977,31.4
27978,20.9
27979,0.1
27980,138.7
27981,68.9
27982,57.6
27983,12.5
27984,72.0
27985,25.0
27986,11.8
27987,74.3
27988,5.7
27989,21.6
27990,89.1
27991,0.4
27992,18.0
27993,12.5
27994,10.4
27995,5.5
27996,31.0
27997,79.0
27998,13.0
27999,42.4
28000,4.2
28001,9.7
28002,75.4
28003,10.7
28004,104.7
28005,25.6
28006,11.1
28007,18.7
28008,1.4
28009,154.5
28010,14.7
28011,164.1
28012,31.7
28013,10.6
28014,18.4
28015,131.1
28016,3.6
28017,71.3
28018,36.9
28019,8.8
28020,41.2
28021,9.0
28022,55.2
28023,10.2
28024,0.9
28025,11.1
28026,95.9
28027,1.2
28028,32.8
28029,34.0
28030,12.3
28031,15.3
28032,20.3
28033,0.0
28034,19.0
28035,14.4
28036,31.1
28037,45.2
28038,22.1
28039,24.9
28040,84.3
28041,60.2
28042,43.3
28043,27.7
28044,7.8
28045,16.2
28046,43.3
28047,110.9
28048,22.6
28049,4.7
28050,12.2
28051,1.7
28052,39.7
28053,24.6
28054,0.3
28055,7.1
28056,7.2
28057,17.9
28058,8.8
28059,43.4
28060,33.7
28061,38.7
28062,10.5
28063,16.4
28064,43.8
28065,75.0
28066,19.2
28067,7.5
28068,1.6
28069,18.0
28070,17.9
28071,9.1
28072,41.1
28073,33.7
28074,98.2
28075,1.8
28076,31.9
28077,6.9
28078,3.5
28079,45.6
28080,10.5
28081,50.6
28082,33.0
28083,5.3
28084,29.8
28085,64.7
28086,19.5
28087,19.1
28088,40.7
28089,37.6
28090,10.6
28091,4.9
28092,22.9
28093,27.8
28094,41.2
28095,5.9
28096,40.3
28097,92.8
28098,46.1
28099,11.6
28100,10.7
28101,129.2
28102,0.4
28103,90.0
28104,47.9
28105,3.5
28106,20.1
28107,70.2
28108,38.1
28109,13.3
28110,7.1
28111,49.1
28112,6.7
28113,13.5
28114,7.2
28115,35.0
28116,20.7
28117,34.5
28118,23.6
28119,18.2
28120,60.3
28121,4.8
28122,7.4
28123,38.2
28124,5.0
28125,7.1
28126,7.5
28127,2.5
28128,60.8
28129,7.3
28130,27.7
28131,2.4
28132,51.9
28133,5.4
28134,33.6
28135,47.6
28136,55.5
28137,27.0
28138,5.7
28139,76.8
28140,17.4
28141,53.2
28142,5.5
28143,51.5
28144,156.3
28145,33.7
28146,29.9
28147,9.1
28148,1.5
28149,2.6
28150,20.3
28151,67.4
28152,38.9
28153,1.5
28154,1.6
28155,29.9
28156,43.1
28157,8.3
28158,23.5
28159,23.0
28160,3.4
28161,8.5
28162,49.9
28163,26.8
28164,94.3
28165,16.8
28166,13.1
28167,20.8
28168,16.1
28169,3.2
28170,47.7
28171,78.0
28172,56.3
28173,22.5
28174,33.2
28175,12.7
28176,22.5
28177,108.6
28178,6.3
28179,41.2
28180,73.0
28181,10.7
28182,66.7
28183,31.0
28184,7.5
28185,29.6
28186,34.6
28187,42.3
28188,35.6
28189,10.8
28190,11.3
28191,24.4
28192,11.2
28193,32.6
28194,44.5
28195,29.2
28196,11.6
28197,40.8
28198,39.1
28199,0.5
28200,20.2
28201,35.1
28202,43.7
28203,51.9
28204,12.3
28205,28.8
28206,12.9
28207,111.7
28208,4.5
28209,3.3
28210,16.5
28211,9.0
28212,8.6
28213,14.3
28214,0.5
28215,32.3
28216,11.7
28217,0.3
28218,0.3
28219,25.0
28220,2.6
28221,6.9
28222,91.3
28223,60.1
28224,5.2
28225,3.8
28226,41.8
28227,45.5
28228,40.6
28229,45.3
28230,13.2
28231,37.0
28232,11.1
28233,3.1
28234,7.6
28235,12.8
28236,14.5
28237,2.1
28238,19.8
28239,35.4
28240,54.9
28241,12.1
28242,21.4
28243,9.7
28244,19.5
28245,23.1
28246,67.7
28247,7.9
28248,2.3
28249,4.5
28250,30.2
28251,6.5
28252,32.2
28253,47.3
28254,56.4
28255,31.2
28256,32.0
28257,29.0
28258,31.0
28259,2.9
28260,17.6
28261,2.2
28262,94.1
28263,8.0
28264,72.7
28265,2.4
28266,15.6
28267,20.6
28268,5.4
28269,31.9
28270,15.2
28271,86.4
28272,14.9
28273,20.0
28274,4.6
28275,12.9
28276,81.7
28277,2.0
28278,37.3
28279,44.0
28280,28.8
28281,4.2
28282,106.1
28283,6.8
28284,68.0
28285,58.4
28286,55.6
28287,14.9
28288,16.5
28289,17.5
28290,50.9
28291,9.1
28292,13.1
28293,120.1
28294,48.0
28295,30.6
28296,20.2
28297,0.8
28298,28.3
28299,11.3
28300,48.6
28301,19.9
28302,64.9
28303,4.4
28304,80.6
28305,41.7
28306,22.8
28307,55.3
28308,185.1
28309,73.8
28310,4.3
28311,69.9
28312,0.3
28313,104.2
28314,103.7
28315,17.0
28316,4.0
28317,56.8
28318,132.7
28319,11.0
28320,5.4
28321,30.5
28322,9.9
28323,78.4
28324,7.4
28325,19.4
28326,8.3
28327,15.5
28328,12.6
28329,27.4
28330,9.5
28331,13.9
28332,12.4
28333,18.4
28334,4.1
28335,25.8
28336,54.8
28337,17.7
28338,26.3
28339,1.4
28340,42.6
28341,23.4
28342,3.5
28343,143.0
28344,52.5
28345,1.2
28346,46.2
28347,16.9
28348,5.2
28349,21.2
28350,74.4
28351,45.5
28352,23.7
28353,1.6
28354,13.4
28355,9.9
28356,14.4
28357,66.4
28358,6.2
28359,22.0
28360,32.3
28361,61.8
28362,10.0
28363,2.2
28364,4.3
28365,12.6
28366,0.7
28367,119.7
28368,12.1
28369,15.7
28370,58.5
28371,0.6
28372,2.0
28373,97.0
28374,6.1
28375,13.6
28376,0.9
28377,14.8
28378,53.9
28379,9.4
28380,0.5
28381,8.1
28382,69.2
28383,48.9
28384,59.2
28385,17.1
28386,17.3
28387,27.0
28388,54.7
28389,23.3
28390,168.6
28391,85.4
28392,10.4
28393,9.5
28394,8.0
28395,4.2
28396,10.5
28397,14.4
28398,86.2
28399,12.8
28400,49.9
28401,40.8
28402,15.9
28403,19.2
28404,10.6
28405,72.6
28406,5.6
28407,13.4
28408,10.6
28409,19.0
28410,8.7
28411,20.6
28412,7.1
28413,79.5
